,lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code
1263,5202,,,,,,
1264,5208,,,,,,
1265,5211,,,,,,
1266,5214,,,,,,
1267,5217,,,,,,
1268,5222,,,,,,
1269,5223,,,,,,
1270,5225,,,,,,
1271,5237,,,,,,
1272,5242,,,,,,
1273,5247,,,,,,
1274,5253,,,,,,
1275,5262,,,,,,
1276,5267,,,,,,
1277,5276,,,,,,
1278,5283,,,,,,
1279,5289,,,,,,
1280,5290,,,,,,
1281,5291,,,,,,
1282,5296,,,,,,
1283,5302,,,,,,
1284,5305,,,,,,
1285,5306,,,,,,
1286,5309,,,,,,
1287,5310,,,,,,
1288,5314,,,,,,
1289,5315,,,,,,
1290,5319,,,,,,
1291,5327,,,,,,
1292,5328,,,,,,
1293,5335,,,,,,
1294,5337,,,,,,
1295,5342,,,,,,
1296,5347,,,,,,
1297,5349,,,,,,
1298,5352,,,,,,
1299,5363,,,,,,
1300,5370,,,,,,
1301,5372,,,,,,
1302,5385,,,,,,
1303,5392,,,,,,
1304,5396,,,,,,
1305,5400,,,,,,
1306,5403,,,,,,
1307,5404,,,,,,
1308,5420,,,,,,
1309,5424,,,,,,
1310,5428,,,,,,
1311,5430,,,,,,
1312,5434,,,,,,
1313,5437,,,,,,
1314,5438,,,,,,
1315,5449,,,,,,
1316,5457,,,,,,
1317,5466,,,,,,
1318,5472,,,,,,
1319,5478,,,,,,
1320,5480,,,,,,
1321,5488,,,,,,
1322,5497,,,,,,
1323,5500,,,,,,
1324,5502,,,,,,
1325,5505,,,,,,
1326,5511,,,,,,
1327,5521,,,,,,
1328,5526,,,,,,
1329,5528,,,,,,
1330,5529,,,,,,
1331,5530,,,,,,
1332,5531,,,,,,
1333,5534,,,,,,
1334,5539,,,,,,
1335,5550,,,,,,
1336,5555,,,,,,
1337,5558,,,,,,
1338,5559,,,,,,
1339,5560,,,,,,
1340,5568,,,,,,
1341,5576,,,,,,
1342,5582,,,,,,
1343,5585,,,,,,
1344,5597,,,,,,
1345,5599,,,,,,
1346,5606,,,,,,
1347,5621,,,,,,
1348,5624,,,,,,
1349,5626,,,,,,
1350,5628,,,,,,
1351,5631,,,,,,
1352,5633,,,,,,
1353,5635,,,,,,
1354,5643,,,,,,
1355,5647,,,,,,
1356,5649,,,,,,
1357,5652,,,,,,
1358,5659,,,,,,
1359,5661,,,,,,
1360,5662,,,,,,
1361,5669,,,,,,
1362,5671,,,,,,
1363,5675,,,,,,
1364,5677,,,,,,
1365,5679,,,,,,
1366,5682,,,,,,
1367,5686,,,,,,
1368,5689,,,,,,
1369,5692,,,,,,
1370,5700,,,,,,
1371,5706,,,,,,
1372,5710,,,,,,
1373,5712,,,,,,
1374,5713,,,,,,
1375,5717,,,,,,
1376,5719,,,,,,
1377,5725,,,,,,
1378,5727,,,,,,
1379,5744,,,,,,
1380,5749,,,,,,
1381,5761,,,,,,
1382,5773,,,,,,
1383,5774,,,,,,
1384,5777,,,,,,
1385,5780,,,,,,
1386,5781,,,,,,
1387,5782,,,,,,
1388,5794,,,,,,
1389,5802,,,,,,
1390,5808,,,,,,
1391,5813,,,,,,
1392,5815,,,,,,
1393,5822,,,,,,
1394,5833,,,,,,
1395,5837,,,,,,
1396,5838,,,,,,
1397,5839,,,,,,
1398,5842,,,,,,
1399,5843,,,,,,
1400,5852,,,,,,
1401,5857,,,,,,
1402,5860,,,,,,
1403,5864,,,,,,
1404,5865,,,,,,
1405,5879,,,,,,
1406,5886,,,,,,
1407,5888,,,,,,
1408,5889,,,,,,
1409,5893,,,,,,
1410,5912,,,,,,
1411,5913,,,,,,
1412,5914,,,,,,
1413,5927,,,,,,
1414,5928,,,,,,
1415,5936,,,,,,
1416,5940,,,,,,
1417,5942,,,,,,
1418,5943,,,,,,
1419,5949,,,,,,
1420,5951,,,,,,
1421,5954,,,,,,
1422,5964,,,,,,
1423,5965,,,,,,
1424,5969,,,,,,
1425,5972,,,,,,
1426,5973,,,,,,
1427,5974,,,,,,
1428,5981,,,,,,
1429,5989,,,,,,
1430,5995,,,,,,
1431,5999,,,,,,
1432,6000,,,,,,
1433,6004,,,,,,
1434,6010,,,,,,
1435,6022,,,,,,
1436,6026,,,,,,
1437,6027,,,,,,
1438,6031,,,,,,
1439,6034,,,,,,
1440,6042,,,,,,
1441,6043,,,,,,
1442,6045,,,,,,
1443,6053,,,,,,
1444,6057,,,,,,
1445,6076,,,,,,
1446,6080,,,,,,
1447,6085,,,,,,
1448,6086,,,,,,
1449,6090,,,,,,
1450,6093,,,,,,
1451,6094,,,,,,
1452,6095,,,,,,
1453,6096,,,,,,
1454,6101,,,,,,
1455,6104,,,,,,
1456,6107,,,,,,
1457,6111,,,,,,
1458,6116,,,,,,
1459,6119,,,,,,
1460,6124,,,,,,
1461,6128,,,,,,
1462,6130,,,,,,
1463,6131,,,,,,
1464,6132,,,,,,
1465,6135,,,,,,
1466,6138,,,,,,
1467,6140,,,,,,
1468,6144,,,,,,
1469,6146,,,,,,
1470,6147,,,,,,
1471,6150,,,,,,
1472,6155,,,,,,
1473,6161,,,,,,
1474,6164,,,,,,
1475,6168,,,,,,
1476,6176,,,,,,
1477,6178,,,,,,
1478,6181,,,,,,
1479,6193,,,,,,
1480,6194,,,,,,
1481,6195,,,,,,
1482,6201,,,,,,
1483,6206,,,,,,
1484,6207,,,,,,
1485,6209,,,,,,
1486,6214,,,,,,
1487,6220,,,,,,
1488,6221,,,,,,
1489,6243,,,,,,
1490,6249,,,,,,
1491,6250,,,,,,
1492,6253,,,,,,
1493,6269,,,,,,
1494,6271,,,,,,
1495,6273,,,,,,
1496,6274,,,,,,
1497,6276,,,,,,
1498,6277,,,,,,
1499,6281,,,,,,
1500,6284,,,,,,
1501,6286,,,,,,
1502,6297,,,,,,
1503,6301,,,,,,
1504,6309,,,,,,
1505,6311,,,,,,
1506,6316,,,,,,
1507,6320,,,,,,
1508,6334,,,,,,
1509,6336,,,,,,
1510,6340,,,,,,
1511,6341,,,,,,
1512,6344,,,,,,
1513,6346,,,,,,
1514,6348,,,,,,
1515,6349,,,,,,
1516,6351,,,,,,
1517,6354,,,,,,
1518,6358,,,,,,
1519,6360,,,,,,
1520,6366,,,,,,
1521,6367,,,,,,
1522,6371,,,,,,
1523,6374,,,,,,
1524,6377,,,,,,
1525,6386,,,,,,
1526,6395,,,,,,
1527,6397,,,,,,
1528,6400,,,,,,
1529,6403,,,,,,
1530,6404,,,,,,
1531,6412,,,,,,
1532,6422,,,,,,
1533,6423,,,,,,
1534,6424,,,,,,
1535,6425,,,,,,
1536,6432,,,,,,
1537,6439,,,,,,
1538,6454,,,,,,
1539,6457,,,,,,
1540,6459,,,,,,
1541,6464,,,,,,
1542,6469,,,,,,
1543,6471,,,,,,
1544,6474,,,,,,
1545,6476,,,,,,
1546,6480,,,,,,
1547,6484,,,,,,
1548,6488,,,,,,
1549,6491,,,,,,
1550,6493,,,,,,
1551,6505,,,,,,
1552,6508,,,,,,
1553,6515,,,,,,
1554,6528,,,,,,
1555,6529,,,,,,
1556,6531,,,,,,
1557,6535,,,,,,
1558,6537,,,,,,
1559,6541,,,,,,
1560,6543,,,,,,
1561,6544,,,,,,
1562,6550,,,,,,
1563,6556,,,,,,
1564,6560,,,,,,
1565,6562,,,,,,
1566,6567,,,,,,
1567,6571,,,,,,
1568,6572,,,,,,
1569,6575,,,,,,
1570,6579,,,,,,
1571,6581,,,,,,
1572,6588,,,,,,
1573,6591,,,,,,
1574,6601,,,,,,
1575,6603,,,,,,
1576,6606,,,,,,
1577,6610,,,,,,
1578,6617,,,,,,
1579,6619,,,,,,
1580,6621,,,,,,
1581,6624,,,,,,
1582,6625,,,,,,
1583,6626,,,,,,
1584,6633,,,,,,
1585,6634,,,,,,
1586,6636,,,,,,
1587,6644,,,,,,
1588,6646,,,,,,
1589,6647,,,,,,
1590,6648,,,,,,
1591,6649,,,,,,
1592,6651,,,,,,
1593,6652,,,,,,
1594,6656,,,,,,
1595,6657,,,,,,
1596,6668,,,,,,
1597,6671,,,,,,
1598,6674,,,,,,
1599,6680,,,,,,
1600,6685,,,,,,
1601,6691,,,,,,
1602,6692,,,,,,
1603,6694,,,,,,
1604,6699,,,,,,
1605,6700,,,,,,
1606,6702,,,,,,
1607,6707,,,,,,
1608,6709,,,,,,
1609,6715,,,,,,
1610,6718,,,,,,
1611,6721,,,,,,
1612,6731,,,,,,
1613,6738,,,,,,
1614,6739,,,,,,
1615,6740,,,,,,
1616,6744,,,,,,
1617,6747,,,,,,
1618,6749,,,,,,
1619,6750,,,,,,
1620,6751,,,,,,
1621,6756,,,,,,
1622,6761,,,,,,
1623,6762,,,,,,
1624,6765,,,,,,
1625,6769,,,,,,
1626,6773,,,,,,
1627,6775,,,,,,
1628,6776,,,,,,
1629,6793,,,,,,
1630,6805,,,,,,
1631,6806,,,,,,
1632,6810,,,,,,
1633,6811,,,,,,
1634,6813,,,,,,
1635,6814,,,,,,
1636,6815,,,,,,
1637,6816,,,,,,
1638,6821,,,,,,
1639,6827,,,,,,
1640,6828,,,,,,
1641,6833,,,,,,
1642,6840,,,,,,
1643,6846,,,,,,
1644,6852,,,,,,
1645,6855,,,,,,
1646,6860,,,,,,
1647,6870,,,,,,
1648,6881,,,,,,
1649,6885,,,,,,
1650,6888,,,,,,
1651,6892,,,,,,
1652,6902,,,,,,
1653,6903,,,,,,
1654,6905,,,,,,
1655,6910,,,,,,
1656,6914,,,,,,
1657,6916,,,,,,
1658,6917,,,,,,
1659,6920,,,,,,
1660,6926,,,,,,
1661,6928,,,,,,
1662,6931,,,,,,
1663,6934,,,,,,
1664,6939,,,,,,
1665,6940,,,,,,
1666,6950,,,,,,
1667,6951,,,,,,
1668,6955,,,,,,
1669,6956,,,,,,
1670,6965,,,,,,
1671,6970,,,,,,
1672,6972,,,,,,
1673,6976,,,,,,
1674,6983,,,,,,
1675,6985,,,,,,
1676,6987,,,,,,
1677,6990,,,,,,
1678,6993,,,,,,
1679,6995,,,,,,
1680,6998,,,,,,
1681,7015,,,,,,
1682,7016,,,,,,
1683,7020,,,,,,
1684,7030,,,,,,
1685,7033,,,,,,
1686,7039,,,,,,
1687,7040,,,,,,
1688,7047,,,,,,
1689,7048,,,,,,
1690,7051,,,,,,
1691,7052,,,,,,
1692,7053,,,,,,
1693,7055,,,,,,
1694,7057,,,,,,
1695,7059,,,,,,
1696,7068,,,,,,
1697,7071,,,,,,
1698,7072,,,,,,
1699,7075,,,,,,
1700,7078,,,,,,
1701,7085,,,,,,
1702,7094,,,,,,
1703,7096,,,,,,
1704,7100,,,,,,
1705,7103,,,,,,
1706,7109,,,,,,
1707,7111,,,,,,
1708,7119,,,,,,
1709,7124,,,,,,
1710,7125,,,,,,
1711,7127,,,,,,
1712,7130,,,,,,
1713,7138,,,,,,
1714,7142,,,,,,
1715,7143,,,,,,
1716,7145,,,,,,
1717,7149,,,,,,
1718,7162,,,,,,
1719,7163,,,,,,
1720,7165,,,,,,
1721,7168,,,,,,
1722,7169,,,,,,
1723,7174,,,,,,
1724,7175,,,,,,
1725,7180,,,,,,
1726,7182,,,,,,
1727,7197,,,,,,
1728,7213,,,,,,
1729,7215,,,,,,
1730,7219,,,,,,
1731,7230,,,,,,
1732,7233,,,,,,
1733,7234,,,,,,
1734,7235,,,,,,
1735,7240,,,,,,
1736,7244,,,,,,
1737,7250,,,,,,
1738,7251,,,,,,
1739,7254,,,,,,
1740,7257,,,,,,
1741,7258,,,,,,
1742,7259,,,,,,
1743,7261,,,,,,
1744,7262,,,,,,
1745,7264,,,,,,
1746,7265,,,,,,
1747,7266,,,,,,
1748,7269,,,,,,
1749,7274,,,,,,
1750,7279,,,,,,
1751,7280,,,,,,
1752,7284,,,,,,
1753,7290,,,,,,
1754,7291,,,,,,
1755,7298,,,,,,
1756,7302,,,,,,
1757,7319,,,,,,
1758,7322,,,,,,
1759,7328,,,,,,
1760,7334,,,,,,
1761,7348,,,,,,
1762,7351,,,,,,
1763,7352,,,,,,
1764,7358,,,,,,
1765,7361,,,,,,
1766,7368,,,,,,
1767,7370,,,,,,
1768,7372,,,,,,
1769,7375,,,,,,
1770,7380,,,,,,
1771,7383,,,,,,
1772,7388,,,,,,
1773,7389,,,,,,
1774,7396,,,,,,
1775,7399,,,,,,
1776,7400,,,,,,
1777,7401,,,,,,
1778,7402,,,,,,
1779,7404,,,,,,
1780,7411,,,,,,
1781,7412,,,,,,
1782,7421,,,,,,
1783,7422,,,,,,
1784,7432,,,,,,
1785,7440,,,,,,
1786,7452,,,,,,
1787,7456,,,,,,
1788,7465,,,,,,
1789,7466,,,,,,
1790,7473,,,,,,
1791,7479,,,,,,
1792,7480,,,,,,
1793,7481,,,,,,
1794,7482,,,,,,
1795,7490,,,,,,
1796,7491,,,,,,
1797,7494,,,,,,
1798,7498,,,,,,
1799,7500,,,,,,
1800,7505,,,,,,
1801,7506,,,,,,
1802,7518,,,,,,
1803,7521,,,,,,
1804,7523,,,,,,
1805,7526,,,,,,
1806,7528,,,,,,
1807,7531,,,,,,
1808,7533,,,,,,
1809,7541,,,,,,
1810,7542,,,,,,
1811,7545,,,,,,
1812,7552,,,,,,
1813,7557,,,,,,
1814,7559,,,,,,
1815,7562,,,,,,
1816,7570,,,,,,
1817,7576,,,,,,
1818,7577,,,,,,
1819,7590,,,,,,
1820,7591,,,,,,
1821,7597,,,,,,
1822,7621,,,,,,
1823,7625,,,,,,
1824,7627,,,,,,
1825,7628,,,,,,
1826,7629,,,,,,
1827,7632,,,,,,
1828,7648,,,,,,
1829,7657,,,,,,
1830,7658,,,,,,
1831,7668,,,,,,
1832,7675,,,,,,
1833,7679,,,,,,
1834,7680,,,,,,
1835,7690,,,,,,
1836,7695,,,,,,
1837,7703,,,,,,
1838,7706,,,,,,
1839,7711,,,,,,
1840,7712,,,,,,
1841,7713,,,,,,
1842,7722,,,,,,
1843,7723,,,,,,
1844,7726,,,,,,
1845,7730,,,,,,
1846,7731,,,,,,
1847,7738,,,,,,
1848,7747,,,,,,
1849,7748,,,,,,
1850,7753,,,,,,
1851,7762,,,,,,
1852,7764,,,,,,
1853,7773,,,,,,
1854,7776,,,,,,
1855,7778,,,,,,
1856,7779,,,,,,
1857,7780,,,,,,
1858,7782,,,,,,
1859,7786,,,,,,
1860,7790,,,,,,
1861,7794,,,,,,
1862,7801,,,,,,
1863,7805,,,,,,
1864,7807,,,,,,
1865,7808,,,,,,
1866,7810,,,,,,
1867,7812,,,,,,
1868,7814,,,,,,
1869,7815,,,,,,
1870,7816,,,,,,
1871,7817,,,,,,
1872,7836,,,,,,
1873,7838,,,,,,
1874,7848,,,,,,
1875,7849,,,,,,
1876,7855,,,,,,
1877,7861,,,,,,
1878,7867,,,,,,
1879,7873,,,,,,
1880,7876,,,,,,
1881,7879,,,,,,
1882,7880,,,,,,
1883,7881,,,,,,
1884,7882,,,,,,
1885,7885,,,,,,
1886,7895,,,,,,
1887,7900,,,,,,
1888,7902,,,,,,
1889,7908,,,,,,
1890,7918,,,,,,
1891,7921,,,,,,
1892,7927,,,,,,
1893,7939,,,,,,
1894,7942,,,,,,
1895,7945,,,,,,
1896,7957,,,,,,
1897,7959,,,,,,
1898,7967,,,,,,
1899,7975,,,,,,
1900,7977,,,,,,
1901,7982,,,,,,
1902,7993,,,,,,
1903,7995,,,,,,
1904,7996,,,,,,
1905,7997,,,,,,
1906,7999,,,,,,
1907,8011,,,,,,
1908,8014,,,,,,
1909,8016,,,,,,
1910,8029,,,,,,
1911,8036,,,,,,
1912,8046,,,,,,
1913,8051,,,,,,
1914,8057,,,,,,
1915,8058,,,,,,
1916,8060,,,,,,
1917,8066,,,,,,
1918,8067,,,,,,
1919,8074,,,,,,
1920,8078,,,,,,
1921,8081,,,,,,
1922,8084,,,,,,
1923,8087,,,,,,
1924,8095,,,,,,
1925,8097,,,,,,
1926,8098,,,,,,
1927,8108,,,,,,
1928,8110,,,,,,
1929,8113,,,,,,
1930,8120,,,,,,
1931,8122,,,,,,
1932,8135,,,,,,
1933,8142,,,,,,
1934,8143,,,,,,
1935,8147,,,,,,
1936,8151,,,,,,
1937,8155,,,,,,
1938,8157,,,,,,
1939,8161,,,,,,
1940,8162,,,,,,
1941,8180,,,,,,
1942,8182,,,,,,
1943,8185,,,,,,
1944,8186,,,,,,
1945,8188,,,,,,
1946,8196,,,,,,
1947,8199,,,,,,
1948,8208,,,,,,
1949,8210,,,,,,
1950,8213,,,,,,
1951,8231,,,,,,
1952,8232,,,,,,
1953,8236,,,,,,
1954,8237,,,,,,
1955,8240,,,,,,
1956,8243,,,,,,
1957,8245,,,,,,
1958,8248,,,,,,
1959,8259,,,,,,
1960,8266,,,,,,
1961,8268,,,,,,
1962,8274,,,,,,
1963,8284,,,,,,
1964,8289,,,,,,
1965,8291,,,,,,
1966,8301,,,,,,
1967,8305,,,,,,
1968,8306,,,,,,
1969,8311,,,,,,
1970,8313,,,,,,
1971,8317,,,,,,
1972,8321,,,,,,
1973,8323,,,,,,
1974,8333,,,,,,
1975,8334,,,,,,
1976,8341,,,,,,
1977,8343,,,,,,
1978,8346,,,,,,
1979,8352,,,,,,
1980,8353,,,,,,
1981,8357,,,,,,
1982,8364,,,,,,
1983,8387,,,,,,
1984,8389,,,,,,
1985,8393,,,,,,
1986,8395,,,,,,
1987,8398,,,,,,
1988,8401,,,,,,
1989,8403,,,,,,
1990,8408,,,,,,
1991,8414,,,,,,
1992,8416,,,,,,
1993,8423,,,,,,
1994,8426,,,,,,
1995,8438,,,,,,
1996,8446,,,,,,
1997,8448,,,,,,
1998,8451,,,,,,
1999,8452,,,,,,
2000,8453,,,,,,
2001,8459,,,,,,
2002,8462,,,,,,
2003,8471,,,,,,
2004,8472,,,,,,
2005,8474,,,,,,
2006,8484,,,,,,
2007,8490,,,,,,
2008,8497,,,,,,
2009,8500,,,,,,
2010,8502,,,,,,
2011,8506,,,,,,
2012,8521,,,,,,
2013,8524,,,,,,
2014,8528,,,,,,
2015,8538,,,,,,
2016,8543,,,,,,
2017,8547,,,,,,
2018,8550,,,,,,
2019,8554,,,,,,
2020,8555,,,,,,
2021,8558,,,,,,
2022,8563,,,,,,
2023,8566,,,,,,
2024,8571,,,,,,
2025,8573,,,,,,
2026,8577,,,,,,
2027,8579,,,,,,
2028,8580,,,,,,
2029,8581,,,,,,
2030,8585,,,,,,
2031,8587,,,,,,
2032,8591,,,,,,
2033,8598,,,,,,
2034,8606,,,,,,
2035,8610,,,,,,
2036,8611,,,,,,
2037,8618,,,,,,
2038,8630,,,,,,
2039,8635,,,,,,
2040,8639,,,,,,
2041,8644,,,,,,
2042,8646,,,,,,
2043,8655,,,,,,
2044,8657,,,,,,
2045,8662,,,,,,
2046,8668,,,,,,
2047,8670,,,,,,
2048,8677,,,,,,
2049,8678,,,,,,
2050,8680,,,,,,
2051,8681,,,,,,
2052,8684,,,,,,
2053,8687,,,,,,
2054,8694,,,,,,
2055,8698,,,,,,
2056,8708,,,,,,
2057,8714,,,,,,
2058,8715,,,,,,
2059,8724,,,,,,
2060,8726,,,,,,
2061,8728,,,,,,
2062,8731,,,,,,
2063,8737,,,,,,
2064,8747,,,,,,
2065,8757,,,,,,
2066,8763,,,,,,
2067,8765,,,,,,
2068,8767,,,,,,
2069,8768,,,,,,
2070,8771,,,,,,
2071,8772,,,,,,
2072,8777,,,,,,
2073,8788,,,,,,
2074,8790,,,,,,
2075,8799,,,,,,
2076,8801,,,,,,
2077,8807,,,,,,
2078,8809,,,,,,
2079,8812,,,,,,
2080,8815,,,,,,
2081,8819,,,,,,
2082,8828,,,,,,
2083,8829,,,,,,
2084,8831,,,,,,
2085,8832,,,,,,
2086,8836,,,,,,
2087,8837,,,,,,
2088,8840,,,,,,
2089,8843,,,,,,
2090,8844,,,,,,
2091,8845,,,,,,
2092,8847,,,,,,
2093,8853,,,,,,
2094,8856,,,,,,
2095,8862,,,,,,
2096,8863,,,,,,
2097,8869,,,,,,
2098,8880,,,,,,
2099,8884,,,,,,
2100,8901,,,,,,
2101,8905,,,,,,
2102,8908,,,,,,
2103,8912,,,,,,
2104,8914,,,,,,
2105,8916,,,,,,
2106,8918,,,,,,
2107,8919,,,,,,
2108,8920,,,,,,
2109,8922,,,,,,
2110,8926,,,,,,
2111,8928,,,,,,
2112,8932,,,,,,
2113,8933,,,,,,
2114,8937,,,,,,
2115,8939,,,,,,
2116,8940,,,,,,
2117,8942,,,,,,
2118,8943,,,,,,
2119,8944,,,,,,
2120,8947,,,,,,
2121,8954,,,,,,
2122,8955,,,,,,
2123,8956,,,,,,
2124,8957,,,,,,
2125,8958,,,,,,
2126,8961,,,,,,
2127,8966,,,,,,
2128,8967,,,,,,
2129,8968,,,,,,
2130,8974,,,,,,
2131,8975,,,,,,
2132,8976,,,,,,
2133,8978,,,,,,
2134,8982,,,,,,
2135,8983,,,,,,
2136,8993,,,,,,
2137,9003,,,,,,
2138,9005,,,,,,
2139,9009,,,,,,
2140,9015,,,,,,
2141,9017,,,,,,
2142,9018,,,,,,
2143,9019,,,,,,
2144,9027,,,,,,
2145,9030,,,,,,
2146,9036,,,,,,
2147,9039,,,,,,
2148,9045,,,,,,
2149,9051,,,,,,
2150,9052,,,,,,
2151,9059,,,,,,
2152,9063,,,,,,
2153,9065,,,,,,
2154,9066,,,,,,
2155,9075,,,,,,
2156,9076,,,,,,
2157,9077,,,,,,
2158,9078,,,,,,
2159,9081,,,,,,
2160,9083,,,,,,
2161,9097,,,,,,
2162,9106,,,,,,
2163,9107,,,,,,
2164,9109,,,,,,
2165,9119,,,,,,
2166,9121,,,,,,
2167,9122,,,,,,
2168,9124,,,,,,
2169,9126,,,,,,
2170,9127,,,,,,
2171,9135,,,,,,
2172,9141,,,,,,
2173,9147,,,,,,
2174,9153,,,,,,
2175,9157,,,,,,
2176,9159,,,,,,
2177,9161,,,,,,
2178,9163,,,,,,
2179,9165,,,,,,
2180,9174,,,,,,
2181,9176,,,,,,
2182,9180,,,,,,
2183,9183,,,,,,
2184,9191,,,,,,
2185,9192,,,,,,
2186,9193,,,,,,
2187,9206,,,,,,
2188,9215,,,,,,
2189,9216,,,,,,
2190,9221,,,,,,
2191,9231,,,,,,
2192,9234,,,,,,
2193,9240,,,,,,
2194,9248,,,,,,
2195,9250,,,,,,
2196,9254,,,,,,
2197,9255,,,,,,
2198,9261,,,,,,
2199,9262,,,,,,
2200,9263,,,,,,
2201,9264,,,,,,
2202,9274,,,,,,
2203,9278,,,,,,
2204,9280,,,,,,
2205,9283,,,,,,
2206,9288,,,,,,
2207,9292,,,,,,
2208,9293,,,,,,
2209,9297,,,,,,
2210,9300,,,,,,
2211,9303,,,,,,
2212,9313,,,,,,
2213,9314,,,,,,
2214,9319,,,,,,
2215,9321,,,,,,
2216,9324,,,,,,
2217,9330,,,,,,
2218,9332,,,,,,
2219,9333,,,,,,
2220,9348,,,,,,
2221,9357,,,,,,
2222,9358,,,,,,
2223,9372,,,,,,
2224,9374,,,,,,
2225,9379,,,,,,
2226,9381,,,,,,
2227,9382,,,,,,
2228,9383,,,,,,
2229,9384,,,,,,
2230,9388,,,,,,
2231,9397,,,,,,
2232,9405,,,,,,
2233,9411,,,,,,
2234,9414,,,,,,
2235,9415,,,,,,
2236,9422,,,,,,
2237,9431,,,,,,
2238,9433,,,,,,
2239,9435,,,,,,
2240,9437,,,,,,
2241,9438,,,,,,
2242,9456,,,,,,
2243,9461,,,,,,
2244,9471,,,,,,
2245,9472,,,,,,
2246,9479,,,,,,
2247,9481,,,,,,
2248,9484,,,,,,
2249,9486,,,,,,
2250,9513,,,,,,
2251,9515,,,,,,
2252,9517,,,,,,
2253,9520,,,,,,
2254,9521,,,,,,
2255,9525,,,,,,
2256,9527,,,,,,
2257,9529,,,,,,
2258,9531,,,,,,
2259,9532,,,,,,
2260,9537,,,,,,
2261,9540,,,,,,
2262,9543,,,,,,
2263,9545,,,,,,
2264,9550,,,,,,
2265,9558,,,,,,
2266,9580,,,,,,
2267,9583,,,,,,
2268,9586,,,,,,
2269,9589,,,,,,
2270,9591,,,,,,
2271,9597,,,,,,
2272,9603,,,,,,
2273,9609,,,,,,
2274,9616,,,,,,
2275,9617,,,,,,
2276,9619,,,,,,
2277,9620,,,,,,
2278,9621,,,,,,
2279,9623,,,,,,
2280,9625,,,,,,
2281,9628,,,,,,
2282,9630,,,,,,
2283,9637,,,,,,
2284,9638,,,,,,
2285,9647,,,,,,
2286,9651,,,,,,
2287,9652,,,,,,
2288,9653,,,,,,
2289,9654,,,,,,
2290,9669,,,,,,
2291,9672,,,,,,
2292,9675,,,,,,
2293,9679,,,,,,
2294,9681,,,,,,
2295,9682,,,,,,
2296,9687,,,,,,
2297,9698,,,,,,
2298,9703,,,,,,
2299,9707,,,,,,
2300,9708,,,,,,
2301,9709,,,,,,
2302,9716,,,,,,
2303,9717,,,,,,
2304,9718,,,,,,
2305,9722,,,,,,
2306,9732,,,,,,
2307,9736,,,,,,
2308,9738,,,,,,
2309,9739,,,,,,
2310,9743,,,,,,
2311,9744,,,,,,
2312,9745,,,,,,
2313,9748,,,,,,
2314,9750,,,,,,
2315,9752,,,,,,
2316,9754,,,,,,
2317,9759,,,,,,
2318,9769,,,,,,
2319,9770,,,,,,
2320,9771,,,,,,
2321,9772,,,,,,
2322,9774,,,,,,
2323,9779,,,,,,
2324,9781,,,,,,
2325,9787,,,,,,
2326,9789,,,,,,
2327,9791,,,,,,
2328,9792,,,,,,
2329,9793,,,,,,
2330,9794,,,,,,
2331,9801,,,,,,
2332,9803,,,,,,
2333,9804,,,,,,
2334,9809,,,,,,
2335,9810,,,,,,
2336,9812,,,,,,
2337,9819,,,,,,
2338,9824,,,,,,
2339,9826,,,,,,
2340,9835,,,,,,
2341,9846,,,,,,
2342,9847,,,,,,
2343,9849,,,,,,
2344,9850,,,,,,
2345,9854,,,,,,
2346,9862,,,,,,
2347,9864,,,,,,
2348,9865,,,,,,
2349,9868,,,,,,
2350,9869,,,,,,
2351,9873,,,,,,
2352,9874,,,,,,
2353,9879,,,,,,
2354,9898,,,,,,
2355,9901,,,,,,
2356,9902,,,,,,
2357,9903,,,,,,
2358,9905,,,,,,
2359,9912,,,,,,
2360,9917,,,,,,
2361,9921,,,,,,
2362,9922,,,,,,
2363,9928,,,,,,
2364,9930,,,,,,
2365,9937,,,,,,
2366,9939,,,,,,
2367,9942,,,,,,
2368,9945,,,,,,
2369,9953,,,,,,
2370,9957,,,,,,
2371,9960,,,,,,
2372,9961,,,,,,
2373,9969,,,,,,
2374,9970,,,,,,
2375,9981,,,,,,
2376,9988,,,,,,
2377,9990,,,,,,
2378,9999,,,,,,
2379,10001,,,,,,
2380,10005,,,,,,
2381,10026,,,,,,
2382,10029,,,,,,
2383,10032,,,,,,
2384,10036,,,,,,
2385,10038,,,,,,
2386,10039,,,,,,
2387,10041,,,,,,
2388,10052,,,,,,
2389,10059,,,,,,
2390,10064,,,,,,
2391,10066,,,,,,
2392,10067,,,,,,
2393,10073,,,,,,
2394,10077,,,,,,
2395,10081,,,,,,
2396,10082,,,,,,
2397,10083,,,,,,
2398,10084,,,,,,
2399,10087,,,,,,
2400,10091,,,,,,
2401,10093,,,,,,
2402,10096,,,,,,
2403,10101,,,,,,
2404,10126,,,,,,
2405,10137,,,,,,
2406,10139,,,,,,
2407,10140,,,,,,
2408,10144,,,,,,
2409,10152,,,,,,
2410,10158,,,,,,
2411,10164,,,,,,
2412,10165,,,,,,
2413,10170,,,,,,
2414,10177,,,,,,
2415,10187,,,,,,
2416,10195,,,,,,
2417,10201,,,,,,
2418,10202,,,,,,
2419,10203,,,,,,
2420,10205,,,,,,
2421,10212,,,,,,
2422,10213,,,,,,
2423,10223,,,,,,
2424,10225,,,,,,
2425,10226,,,,,,
